Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price,Title,SubTitle
18,4,Pete*Pastry Chomper,5,120,Ruby,Common,$0.05,$0.14,Pete,Pastry Chomper
11,1,Arthur*Novice Sparrow,5,121,Ruby,Uncommon,$0.07,$0.38,Arthur,Novice Sparrow
19,5,Donald Duck*Daisy's Date,5,122,Ruby,Common,$0.05,$0.19,Donald Duck,Daisy's Date
12,4,Ratigan*Party Crasher,5,123,Ruby,Rare,$0.17,$0.61,Ratigan,Party Crasher
12,1,Vanellope Von Schweetz*Random Roster Racer,5,124,Ruby,Rare,$0.25,$1.06,Vanellope Von Schweetz,Random Roster Racer
20,2,Simba*Adventurous Successor,5,125,Ruby,Common,$0.06,$0.26,Simba,Adventurous Successor
13,1,Minnie Mouse*Dazzling Dancer,5,126,Ruby,Uncommon,$0.05,$0.30,Minnie Mouse,Dazzling Dancer
19,3,Break Free,5,127,Ruby,Common,$0.04,$0.17,Break Free,
19,4,Evil Comes Prepared,5,128,Ruby,Common,$0.05,$0.19,Evil Comes Prepared,
12,0,Don't Let The Frostbite Bite,5,129,Ruby,Rare,$0.14,$0.50,Don't Let The Frostbite Bite,
12,1,Glimmer vs Glimmer,5,130,Ruby,Uncommon,$0.05,$0.23,Glimmer vs Glimmer,
10,0,Who's With Me?,5,131,Ruby,Super Rare,$0.17,$0.73,Who's With Me?,
19,1,Potion of Might,5,132,Ruby,Common,$0.04,$0.19,Potion of Might,
6,4,The Sword Released,5,133,Ruby,Rare,$0.12,$0.61,The Sword Released,
12,4,Ruby Chromicon,5,134,Ruby,Uncommon,$0.12,$0.48,Ruby Chromicon,
10,2,Sugar Rush Speedway*Starting Line,5,135,Ruby,Rare,$1.01,$3.07,Sugar Rush Speedway,Starting Line
14,0,Ratigan's Party*Seedy Back Room,5,136,Ruby,Uncommon,$0.05,$0.29,Ratigan's Party,Seedy Back Room
19,3,King Candy*Sovereign of Sugar,5,137,Sapphire,Common,$0.05,$0.20,King Candy,Sovereign of Sugar
20,5,Chaca*Impressive Daughter,5,138,Sapphire,Common,$0.04,$0.24,Chaca,Impressive Daughter
19,4,The Queen*Cruelest of All,5,139,Sapphire,Common,$0.05,$0.18,The Queen,Cruelest of All
11,1,Scrooge McDuck*Afficionado of Antiquities,5,140,Sapphire,Rare,$0.30,$4.24,Scrooge McDuck,Afficionado of Antiquities
19,0,Prince John*Opportunistic Briber,5,141,Sapphire,Common,$0.04,$0.17,Prince John,Opportunistic Briber
16,3,Merlin*Back from Bermuda,5,142,Sapphire,Common,$0.05,$0.16,Merlin,Back from Bermuda
13,4,Pacha*Emperor's Guide,5,143,Sapphire,Uncommon,$0.13,$0.55,Pacha,Emperor's Guide
10,1,The Queen*Fairest of All,5,144,Sapphire,Super Rare,$0.21,$0.65,The Queen,Fairest of All
13,0,Sheriff Of Nottingham*Bushel Britches,5,145,Sapphire,Rare,$0.24,$1.16,Sheriff Of Nottingham,Bushel Britches
11,1,Chicha*Dedicated Mother,5,146,Sapphire,Rare,$0.39,$1.12,Chicha,Dedicated Mother
12,2,Prince John*Gold Lover,5,147,Sapphire,Super Rare,$0.28,$1.33,Prince John,Gold Lover
12,1,The Queen*Crown of the Council,5,148,Sapphire,Rare,$0.18,$0.54,The Queen,Crown of the Council
10,0,Kuzco*Selfish Emperor,5,149,Sapphire,Super Rare,$0.30,$2.00,Kuzco,Selfish Emperor
4,1,Mufasa*Ruler of Pride Rock,5,150,Sapphire,Legendary,$6.50,$10.79,Mufasa,Ruler of Pride Rock
13,1,Ludwig Von Drake*Self-Proclaimed Genius,5,151,Sapphire,Uncommon,$0.05,$0.28,Ludwig Von Drake,Self-Proclaimed Genius
20,5,Minnie Mouse*Quick-Thinking Inventor,5,152,Sapphire,Common,$0.05,$0.20,Minnie Mouse,Quick-Thinking Inventor
17,1,Basil*Practiced Detective,5,153,Sapphire,Common,$0.06,$0.27,Basil,Practiced Detective
12,2,King Candy*Sweet Abomination,5,154,Sapphire,Uncommon,$0.07,$0.36,King Candy,Sweet Abomination
18,3,Donald Duck*Focused Flatfoot,5,155,Sapphire,Common,$0.09,$0.45,Donald Duck,Focused Flatfoot
21,4,Tanana*Wise Woman,5,156,Sapphire,Common,$0.04,$0.19,Tanana,Wise Woman
13,1,Tipo*Growing Son,5,157,Sapphire,Uncommon,$1.79,$9.41,Tipo,Growing Son
13,1,Belle*Of the Ball,5,158,Sapphire,Rare,$0.29,$1.17,Belle,Of the Ball
5,1,Merlin*Intellectual Visionary,5,159,Sapphire,Legendary,$1.68,$6.57,Merlin,Intellectual Visionary
19,3,Vision of the Future,5,160,Sapphire,Common,$0.16,$2.25,Vision of the Future,
9,2,Royal Tantrum,5,161,Sapphire,Rare,$0.18,$0.45,Royal Tantrum,
18,3,Ever as Before,5,162,Sapphire,Common,$0.06,$0.26,Ever as Before,
13,2,Hide Away,5,163,Sapphire,Uncommon,$0.15,$1.60,Hide Away,
11,1,All Funned Out,5,164,Sapphire,Uncommon,$0.07,$0.35,All Funned Out,
22,5,Medal of Heroes,5,165,Sapphire,Common,$0.06,$0.28,Medal of Heroes,
8,0,Basil's Magnifying Glass,5,166,Sapphire,Rare,$0.18,$0.48,Basil's Magnifying Glass,
14,2,Merlin's Carpetbag,5,167,Sapphire,Uncommon,$0.07,$0.31,Merlin's Carpetbag,
13,3,Sapphire Chromicon,5,168,Sapphire,Uncommon,$0.07,$0.25,Sapphire Chromicon,
15,0,The Great Illuminary*Radiant Ballroom,5,169,Sapphire,Rare,$0.18,$0.45,The Great Illuminary,Radiant Ballroom
12,0,Merlin's Cottage*The Wizard's Home,5,170,Sapphire,Uncommon,$0.12,$0.51,Merlin's Cottage,The Wizard's Home
14,3,Stitch*Team Underdog,5,171,Steel,Uncommon,$0.08,$0.35,Stitch,Team Underdog
5,1,Jafar*Tyrannical Hypnotist,5,172,Steel,Legendary,$1.24,$4.24,Jafar,Tyrannical Hypnotist
18,1,Simba*Lost Prince,5,173,Steel,Common,$0.09,$0.23,Simba,Lost Prince
19,1,Rudy*Groove Disrupter,5,174,Steel,Common,$0.03,$0.14,Rudy,Groove Disrupter
20,2,Royal Guard*Bovine Protector,5,175,Steel,Common,$0.04,$0.19,Royal Guard,Bovine Protector
18,3,Mickey Mouse*Food Fight Defender,5,176,Steel,Common,$0.19,$0.92,Mickey Mouse,Food Fight Defender
12,1,Sleepy*Sluggish Knight,5,177,Steel,Uncommon,$0.08,$0.34,Sleepy,Sluggish Knight
21,4,Kronk*Unlicensed Investigator,5,178,Steel,Common,$0.04,$0.16,Kronk,Unlicensed Investigator
18,0,HeiHei*Protective Rooster,5,179,Steel,Common,$0.05,$0.24,HeiHei,Protective Rooster
19,1,Sneezy*Noisy Knight,5,180,Steel,Common,$0.06,$0.18,Sneezy,Noisy Knight
18,4,Dopey*Knight Apprentice,5,181,Steel,Common,$0.08,$0.25,Dopey,Knight Apprentice
13,0,Namaari*Resolute Daughter,5,182,Steel,Rare,$0.17,$0.45,Namaari,Resolute Daughter
7,0,Snow White*Fair-Hearted,5,183,Steel,Super Rare,$0.51,$1.58,Snow White,Fair-Hearted
9,0,Yzma*Unjustly Treated,5,184,Steel,Rare,$0.16,$0.41,Yzma,Unjustly Treated
11,2,Kronk*Head of Security,5,185,Steel,Super Rare,$0.20,$0.38,Kronk,Head of Security
13,1,Grumpy*Skeptical Knight,5,186,Steel,Super Rare,$0.34,$0.59,Grumpy,Skeptical Knight
10,2,Pete*Wrestling Champ,5,187,Steel,Rare,$0.15,$0.31,Pete,Wrestling Champ
12,2,Sir Ector*Castle Lord,5,188,Steel,Rare,$0.12,$0.36,Sir Ector,Castle Lord
13,1,Bashful*Adoring Knight,5,189,Steel,Uncommon,$0.11,$0.37,Bashful,Adoring Knight
12,0,Arthur*Wart,5,190,Steel,Uncommon,$0.09,$0.25,Arthur,Wart
20,4,Happy*Lively Knight,5,191,Steel,Common,$0.13,$0.49,Happy,Lively Knight
12,4,Simba*Son of Mufasa,5,192,Steel,Uncommon,$0.10,$0.73,Simba,Son of Mufasa
8,2,Doc*Bold Knight,5,193,Steel,Rare,$8.33,$18.39,Doc,Bold Knight
6,0,Arthur*King Victorious,5,194,Steel,Legendary,$1.89,$4.78,Arthur,King Victorious
11,1,Pete*Games Referee,5,195,Steel,Uncommon,$0.93,$9.95,Pete,Games Referee
12,2,Tug-of-War,5,196,Steel,Rare,$0.16,$0.56,Tug-of-War,
20,3,When Will My Life Begin?,5,197,Steel,Common,$0.08,$0.24,When Will My Life Begin?,
18,4,Duck for Cover!,5,198,Steel,Common,$0.04,$0.17,Duck for Cover!,
11,1,Food Fight!,5,199,Steel,Uncommon,$0.04,$0.31,Food Fight!,
19,4,Shield of Arendelle,5,200,Steel,Common,$0.07,$0.19,Shield of Arendelle,
10,0,Plate Armor,5,201,Steel,Rare,$0.14,$0.50,Plate Armor,
13,1,Steel Chromicon,5,202,Steel,Uncommon,$0.06,$0.35,Steel Chromicon,
12,0,Bad-Anon*Villain Support Center,5,203,Steel,Rare,$0.18,$0.54,Bad-Anon,Villain Support Center
13,3,Seven Dwarfs' Mine*Secure Fortress,5,204,Steel,Uncommon,$0.50,$5.23,Seven Dwarfs' Mine,Secure Fortress
0,0,Prince Naveen*Ukulele Player,5,205,Amber,Enchanted,$104.11,$104.11,Prince Naveen,Ukulele Player
0,0,Vanellope von Schweetz*Sugar Rush Princess,5,206,Amber,Enchanted,$71.30,$71.30,Vanellope von Schweetz,Sugar Rush Princess
0,0,Revive,5,207,Amber,Enchanted,$37.87,$37.87,Revive,
0,0,Archimedes*Electrified Owl,5,208,Amethyst,Enchanted,$56.34,$56.34,Archimedes,Electrified Owl
0,0,Olaf*Happy Passenger,5,209,Amethyst,Enchanted,$61.21,$61.21,Olaf,Happy Passenger
0,0,Finders Keepers,5,210,Amethyst,Enchanted,$56.79,$56.79,Finders Keepers,
0,0,Clarabelle*Light on Her Hooves,5,211,Emerald,Enchanted,$112.20,$112.20,Clarabelle,Light on Her Hooves
0,1,Scar*Vengeful Lion,5,212,Emerald,Enchanted,$89.29,$89.29,Scar,Vengeful Lion
0,0,You're Welcome,5,213,Emerald,Enchanted,$80.41,$80.41,You're Welcome,
0,0,Donald Duck*Pie Slinger,5,214,Ruby,Enchanted,$70.92,$70.92,Donald Duck,Pie Slinger
0,0,Robin Hood*Sharpshooter,5,215,Ruby,Enchanted,$94.84,$94.84,Robin Hood,Sharpshooter
0,0,Ratigan's Party*Seedy Back Room,5,216,Ruby,Enchanted,$26.65,$26.65,Ratigan's Party,Seedy Back Room
0,2,Mufasa*Ruler of Pride Rock,5,217,Sapphire,Enchanted,$261.42,$261.42,Mufasa,Ruler of Pride Rock
0,0,King Candy*Sweet Abomination,5,218,Sapphire,Enchanted,$39.91,$39.91,King Candy,Sweet Abomination
0,0,Royal Tantrum,5,219,Sapphire,Enchanted,$45.34,$45.34,Royal Tantrum,
0,0,Snow White*Fair-Hearted,5,220,Steel,Enchanted,$85.79,$85.79,Snow White,Fair-Hearted
0,0,Arthur*King Victorious,5,221,Steel,Enchanted,$69.23,$69.23,Arthur,King Victorious
0,0,Bad-Anon*Villain Support Center,5,222,Steel,Enchanted,$34.42,$34.42,Bad-Anon,Villain Support Center
0,3,Half Hexwell Crown,5,223,Amethyst,Rare,$1.06,$1.06,Half Hexwell Crown,
13,2,Owl*Pirate Lookout,6,1,Amber,Uncommon,$0.06,$0.27,Owl,Pirate Lookout
4,0,Lilo*Escape Artist,6,2,Amber,Super Rare,$4.06,$11.35,Lilo,Escape Artist
8,0,Winnie The Pooh*Hunny Pirate,6,3,Amber,Rare,$0.21,$1.44,Winnie The Pooh,Hunny Pirate
11,0,Gopher*Ship's Carpenter,6,4,Amber,Uncommon,$0.06,$0.22,Gopher,Ship's Carpenter
16,3,Simba*Happy-Go-Lucky,6,5,Amber,Common,$0.04,$0.22,Simba,Happy-Go-Lucky
15,2,Chip*Friend Indeed,6,6,Amber,Common,$0.07,$0.23,Chip,Friend Indeed
16,3,Dale*Friend in Need,6,7,Amber,Common,$0.05,$0.12,Dale,Friend in Need
10,1,David*Impressive Surfer,6,8,Amber,Uncommon,$0.06,$0.26,David,Impressive Surfer
10,0,Prince Naveen*Vigilant First Mate,6,9,Amber,Uncommon,$0.07,$0.30,Prince Naveen,Vigilant First Mate
16,0,Prince Naveen*Carefree Explorer,6,10,Amber,Common,$0.05,$0.11,Prince Naveen,Carefree Explorer
16,3,Chief Bogo*Gazelle Fan,6,11,Amber,Common,$0.05,$0.12,Chief Bogo,Gazelle Fan
12,3,Chip*Ranger Leader,6,12,Amber,Uncommon,$0.06,$0.29,Chip,Ranger Leader
5,1,Monterey Jack*Good-hearted Ranger,6,13,Amber,Rare,$0.30,$0.36,Monterey Jack,Good-hearted Ranger
9,0,Chip 'n' Dale*Recovery Rangers,6,14,Amber,Rare,$0.23,$0.73,Chip 'n' Dale,Recovery Rangers
7,1,Judy Hopps*Resourceful Rabbit,6,15,Amber,Rare,$0.19,$0.73,Judy Hopps,Resourceful Rabbit
4,0,Tiana*Restaurant Owner,6,16,Amber,Legendary,$5.23,$8.60,Tiana,Restaurant Owner
10,2,Grand Councilwoman*Federation Leader,6,17,Amber,Uncommon,$0.08,$0.21,Grand Councilwoman,Federation Leader
10,2,Dale*Mischievous Ranger,6,18,Amber,Uncommon,$0.09,$0.31,Dale,Mischievous Ranger
8,1,Nani*Caring Sister,6,19,Amber,Rare,$0.14,$0.58,Nani,Caring Sister
5,1,Simba*Pride Protector,6,20,Amber,Legendary,$9.51,$18.45,Simba,Pride Protector
6,1,Kanga*Nurturing Mother,6,21,Amber,Rare,$0.13,$0.58,Kanga,Nurturing Mother
20,3,Rabbit*Indignant Pirate,6,22,Amber,Common,$0.05,$0.16,Rabbit,Indignant Pirate
19,2,Roo*Littlest Pirate,6,23,Amber,Common,$0.05,$0.22,Roo,Littlest Pirate
15,0,Mr. Litwak*Arcade Owner,6,24,Amber,Common,$0.05,$0.13,Mr. Litwak,Arcade Owner
8,2,Jim Hawkins*Honorable Pirate,6,25,Amber,Super Rare,$0.24,$0.46,Jim Hawkins,Honorable Pirate
17,1,Stitch*Little Trickster,6,26,Emerald,Common,$0.04,$0.21,Stitch,Little Trickster
15,2,Good Job!,6,27,Amber,Common,$0.08,$0.18,Good Job!,
21,2,I Won't Give In,6,28,Amber,Common,$0.10,$0.19,I Won't Give In,
14,1,Rescue Rangers Away!,6,29,Amber,Uncommon,$0.07,$0.25,Rescue Rangers Away!,
5,0,Safe and Sound,6,30,Amber,Rare,$0.13,$0.45,Safe and Sound,
18,1,Naveen's Ukulele,6,31,Amber,Common,$0.05,$0.23,Naveen's Ukulele,
8,1,Pooh Pirate Ship,6,32,Amber,Rare,$0.20,$0.78,Pooh Pirate Ship,
11,1,Scrump,6,33,Amber,Uncommon,$0.07,$0.29,Scrump,
18,1,Hundred Acre Island*Pooh's Home,6,34,Amber,Common,$0.07,$0.18,Hundred Acre Island,Pooh's Home
4,0,Sugar Rush Speedway*Finish Line,6,35,Amber,Super Rare,$0.85,$2.35,Sugar Rush Speedway,Finish Line
7,1,Hades*Lord of the Dead,6,36,Amethyst,Rare,$0.28,$1.30,Hades,Lord of the Dead
5,1,Madam Mim*Tiny Adversary,6,37,Amethyst,Rare,$0.16,$0.76,Madam Mim,Tiny Adversary
14,0,Genie*Excited Shipbuilder,6,38,Amethyst,Common,$0.04,$0.16,Genie,Excited Shipbuilder
14,1,Sisu*In Her Element,6,39,Amethyst,Common,$0.05,$0.20,Sisu,In Her Element
18,0,The White Rose*Jewel of the Garden,6,40,Amethyst,Common,$0.16,$1.60,The White Rose,Jewel of the Garden
15,2,Juju*Mama Odie's Companion,6,41,Amethyst,Common,$0.06,$0.15,Juju,Mama Odie's Companion
15,3,Rafiki*Shaman of the Savanna,6,42,Amethyst,Common,$0.05,$0.15,Rafiki,Shaman of the Savanna
15,2,Tinker Bell*Fast Flier,6,43,Amethyst,Common,$0.09,$0.81,Tinker Bell,Fast Flier
15,2,The Carpenter*Dinner Companion,6,44,Amethyst,Common,$0.03,$0.16,The Carpenter,Dinner Companion
17,1,Iago*Reappearing Parrot,6,45,Amethyst,Common,$0.05,$0.17,Iago,Reappearing Parrot
13,1,The Walrus*Greedy Gourmand,6,46,Amethyst,Uncommon,$0.05,$0.23,The Walrus,Greedy Gourmand
8,0,Scar*Tempestuous Lion,6,47,Amethyst,Uncommon,$0.08,$0.32,Scar,Tempestuous Lion
10,2,Tinker Bell*Queen of the Azurite Fairies,6,48,Amethyst,Uncommon,$0.12,$0.96,Tinker Bell,Queen of the Azurite Fairies
10,2,Diablo*Obedient Raven,6,49,Amethyst,Uncommon,$1.47,$9.95,Diablo,Obedient Raven
10,0,March Hare*Absurd Host,6,50,Amethyst,Uncommon,$0.04,$0.21,March Hare,Absurd Host
9,1,Magic Carpet*Amazing Flier,6,51,Amethyst,Uncommon,$0.11,$0.30,Magic Carpet,Amazing Flier
8,0,Rafiki*Ethereal Guide,6,52,Amethyst,Rare,$0.19,$1.19,Rafiki,Ethereal Guide
7,1,Genie*Wish Fulfilled,6,53,Amethyst,Rare,$8.49,$20.80,Genie,Wish Fulfilled
6,0,Sisu*Uniting Dragon,6,54,Amethyst,Super Rare,$0.18,$0.85,Sisu,Uniting Dragon
9,0,Madam Mim*Truly Marvelous,6,55,Amethyst,Super Rare,$0.15,$0.74,Madam Mim,Truly Marvelous
6,0,Yzma*Conniving Chemist,6,56,Amethyst,Legendary,$2.95,$5.60,Yzma,Conniving Chemist
7,0,Mama Odie*Solitary Sage,6,57,Amethyst,Rare,$0.13,$0.33,Mama Odie,Solitary Sage
9,0,Peter Pan*Shadow Catcher,6,58,Amethyst,Uncommon,$0.06,$0.25,Peter Pan,Shadow Catcher
5,1,Mad Hatter*Eccentric Host,6,59,Amethyst,Super Rare,$0.31,$1.63,Mad Hatter,Eccentric Host
14,4,A Very Merry Unbirthday,6,60,Amethyst,Common,$0.07,$0.17,A Very Merry Unbirthday,
4,0,Genie*Wonderful Trickster,6,61,Amethyst,Legendary,$1.24,$3.55,Genie,Wonderful Trickster
14,1,Making Magic,6,62,Amethyst,Common,$0.05,$0.16,Making Magic,
11,2,Lose The Way,6,63,Amethyst,Uncommon,$0.06,$0.31,Lose The Way,
5,1,Seeking the Half Crown,6,64,Amethyst,Rare,$0.15,$0.59,Seeking the Half Crown,
6,3,Maleficent's Staff,6,65,Amethyst,Rare,$0.44,$1.74,Maleficent's Staff,
14,0,Mad Hatter's Teapot,6,66,Amethyst,Common,$0.06,$0.17,Mad Hatter's Teapot,
13,3,Pixie Dust,6,67,Amethyst,Uncommon,$0.06,$0.19,Pixie Dust,
14,2,Fairy Ship*Royal Vessel,6,68,Amethyst,Common,$0.04,$0.28,Fairy Ship,Royal Vessel
6,0,Mystical Tree*Mama Odie's Home,6,69,Amethyst,Rare,$0.11,$0.33,Mystical Tree,Mama Odie's Home
7,0,Jasmine*Royal Seafarer,6,70,Emerald,Rare,$0.19,$1.22,Jasmine,Royal Seafarer
8,0,Captain Hook*Underhanded,6,71,Emerald,Rare,$0.25,$0.60,Captain Hook,Underhanded
7,1,Stitch*Alien Buccaneer,6,72,Emerald,Rare,$0.22,$0.99,Stitch,Alien Buccaneer
6,2,Go Go Tomago*Darting Dynamo,6,73,Emerald,Rare,$2.09,$3.56,Go Go Tomago,Darting Dynamo
14,1,Honey Lemon*Chemical Genius,6,74,Emerald,Uncommon,$0.10,$0.38,Honey Lemon,Chemical Genius
18,1,Fred*Mascot by Day,6,75,Emerald,Common,$0.11,$0.31,Fred,Mascot by Day
15,1,Tootles*Lost Boy,6,76,Emerald,Common,$0.05,$0.13,Tootles,Lost Boy
18,4,Dawson*Basil's Assistant,6,77,Emerald,Common,$0.03,$0.19,Dawson,Basil's Assistant
16,3,Heathcliff*Stoic Butler,6,78,Emerald,Common,$0.07,$0.17,Heathcliff,Stoic Butler
18,0,Basil*Hypnotized Mouse,6,79,Emerald,Common,$0.04,$0.18,Basil,Hypnotized Mouse
10,1,Donald Duck*First Mate,6,80,Emerald,Uncommon,$0.14,$0.43,Donald Duck,First Mate
8,1,Daisy Duck*Pirate Captain,6,81,Emerald,Super Rare,$0.51,$1.49,Daisy Duck,Pirate Captain
10,2,Mertle Edmonds*Lilo's Rival,6,82,Emerald,Uncommon,$0.05,$0.18,Mertle Edmonds,Lilo's Rival
11,1,Prince Phillip*Royal Explorer,6,83,Emerald,Uncommon,$0.10,$0.53,Prince Phillip,Royal Explorer
4,2,Jasmine*Royal Commodore,6,84,Emerald,Legendary,$2.40,$5.28,Jasmine,Royal Commodore
7,0,Peter Pan*Never Land Prankster,6,85,Emerald,Super Rare,$0.26,$1.65,Peter Pan,Never Land Prankster
4,0,Hercules*Baby Demigod,6,86,Emerald,Legendary,$0.95,$2.34,Hercules,Baby Demigod
21,0,Alistair Krei*Ambitious Entrepreneur,6,87,Emerald,Common,$0.06,$0.12,Alistair Krei,Ambitious Entrepreneur
15,2,Gazelle*Angel with Horns,6,88,Emerald,Common,$0.08,$0.19,Gazelle,Angel with Horns
8,0,Goofy*Expert Shipwright,6,89,Emerald,Rare,$0.26,$1.51,Goofy,Expert Shipwright
11,0,Bellwether*Assistant Mayor,6,90,Emerald,Uncommon,$0.08,$0.26,Bellwether,Assistant Mayor
9,0,Basil*Disguised Detective,6,91,Emerald,Uncommon,$0.10,$0.73,Basil,Disguised Detective
6,3,Olivia Flaversham*The Toymaker's Daughter,6,92,Emerald,Rare,$0.32,$1.09,Olivia Flaversham,The Toymaker's Daughter
8,2,Bend To My Will,6,93,Emerald,Super Rare,$0.51,$7.01,Bend To My Will,
15,1,Prepare To Board!,6,94,Emerald,Common,$0.06,$0.16,Prepare To Board!,
15,2,Heffalumps and Woozles,6,95,Emerald,Common,$0.12,$0.56,Heffalumps and Woozles,
10,2,Mosquito Bite,6,96,Emerald,Uncommon,$0.09,$0.36,Mosquito Bite,
7,1,You Came Back,6,97,Emerald,Rare,$0.58,$2.72,You Came Back,
10,1,Megabot,6,98,Emerald,Uncommon,$0.06,$0.26,Megabot,
16,2,Galactic Communicator,6,99,Emerald,Common,$0.04,$0.15,Galactic Communicator,
9,1,Transport Pod,6,100,Emerald,Uncommon,$0.08,$0.41,Transport Pod,
13,2,Perilous Maze*Watery Labyrinth,6,101,Emerald,Common,$0.06,$0.17,Perilous Maze,Watery Labyrinth
8,0,Owl Island*Secluded Entrance,6,102,Emerald,Rare,$0.18,$0.53,Owl Island,Secluded Entrance
6,0,Mickey Mouse*Pirate Captain,6,103,Ruby,Super Rare,$0.48,$1.53,Mickey Mouse,Pirate Captain
12,2,Kakamora*Boarding Party,6,104,Ruby,Uncommon,$0.05,$0.20,Kakamora,Boarding Party
17,1,Kakamora*Pirate Pitcher,6,105,Ruby,Common,$0.04,$0.16,Kakamora,Pirate Pitcher
14,0,Jasmine*Rebellious Princess,6,106,Ruby,Uncommon,$0.10,$0.34,Jasmine,Rebellious Princess
5,0,Raya*Kumandran Rider,6,107,Ruby,Rare,$0.29,$2.02,Raya,Kumandran Rider
10,0,Wendy Darling*Courageous Captain,6,108,Ruby,Rare,$0.39,$1.11,Wendy Darling,Courageous Captain
12,0,John Silver*Ferocious Friend,6,109,Ruby,Uncommon,$0.05,$0.22,John Silver,Ferocious Friend
11,1,Vanellope von Schweetz*Gutsy Go-Getter,6,110,Ruby,Uncommon,$0.14,$0.70,Vanellope von Schweetz,Gutsy Go-Getter
21,4,Michael Darling*Playful Swordsman,6,111,Ruby,Common,$0.06,$0.13,Michael Darling,Playful Swordsman
16,4,Aladdin*Fearless Navigator,6,112,Ruby,Common,$0.03,$0.18,Aladdin,Fearless Navigator
15,3,Markowski*Space Trooper,6,113,Ruby,Common,$0.04,$0.11,Markowski,Space Trooper
14,2,Abu*Bold Helmsman,6,114,Ruby,Common,$0.04,$0.16,Abu,Bold Helmsman
17,1,Mickey Mouse*Courageous Sailor,6,115,Ruby,Common,$0.07,$0.21,Mickey Mouse,Courageous Sailor
14,2,Adorabeezle Winterpop*Ice Rocket Racer,6,116,Ruby,Common,$0.04,$0.17,Adorabeezle Winterpop,Ice Rocket Racer
16,4,Moana*Self-Taught Sailor,6,117,Ruby,Common,$0.09,$0.64,Moana,Self-Taught Sailor
13,0,John Darling*Sophisticated Swordsman,6,118,Ruby,Uncommon,$0.08,$0.20,John Darling,Sophisticated Swordsman
9,2,Aladdin*Intrepid Commander,6,119,Ruby,Uncommon,$0.08,$0.30,Aladdin,Intrepid Commander
3,0,Minnie Mouse*Pirate Lookout,6,120,Ruby,Super Rare,$0.45,$1.37,Minnie Mouse,Pirate Lookout
6,0,Moana*Kakamora Leader,6,121,Ruby,Rare,$0.44,$1.69,Moana,Kakamora Leader
9,1,Pete*Freebooter,6,122,Ruby,Rare,$0.16,$0.57,Pete,Freebooter
6,0,Goofy*Flying Goof,6,123,Ruby,Rare,$0.18,$0.81,Goofy,Flying Goof
1,1,Maui*Half-Shark,6,124,Ruby,Legendary,$43.52,$62.62,Maui,Half-Shark
4,0,Hades*Strong Arm,6,125,Ruby,Legendary,$0.86,$3.28,Hades,Strong Arm
4,3,Tigger*In the Crow's Nest,6,126,Ruby,Rare,$0.24,$0.54,Tigger,In the Crow's Nest
8,1,Scar*Heartless Hunter,6,127,Ruby,Super Rare,$0.24,$1.16,Scar,Heartless Hunter
14,1,Thievery,6,128,Ruby,Common,$0.12,$0.35,Thievery,
16,1,Lead The Way,6,129,Ruby,Common,$0.04,$0.15,Lead The Way,
10,1,The Islands I Pulled From The Sea,6,130,Ruby,Uncommon,$0.12,$0.53,The Islands I Pulled From The Sea,
8,1,Energy Blast,6,131,Ruby,Rare,$0.12,$0.49,Energy Blast,
10,0,Longboat,6,132,Ruby,Uncommon,$0.08,$0.28,Longboat,
17,0,Gold Coin,6,133,Ruby,Common,$0.04,$0.19,Gold Coin,
8,1,Card Soldier's Spear,6,134,Ruby,Uncommon,$0.05,$0.30,Card Soldier's Spear,
7,0,Flotilla*Coconut Armada,6,135,Ruby,Rare,$0.24,$1.07,Flotilla,Coconut Armada
18,2,Skull Rock*Isolated Fortress,6,136,Ruby,Common,$0.05,$0.24,Skull Rock,Isolated Fortress
18,0,B.E.N.*Eccentric Robot,6,137,Sapphire,Common,$0.05,$0.11,B.E.N.,Eccentric Robot
16,2,Aunt Cass*Biggest Fan,6,138,Sapphire,Common,$0.05,$0.17,Aunt Cass,Biggest Fan
15,0,Gadget Hackwrench*Creative Thinker,6,139,Sapphire,Common,$0.05,$0.26,Gadget Hackwrench,Creative Thinker
9,3,Gadget Hackwrench*Brilliant Bosun,6,140,Sapphire,Super Rare,$0.20,$0.61,Gadget Hackwrench,Brilliant Bosun
5,0,Zipper*Astute Decoy,6,141,Sapphire,Rare,$0.22,$0.62,Zipper,Astute Decoy
4,0,Oswald*The Lucky Rabbit,6,142,Sapphire,Legendary,$8.00,$15.19,Oswald,The Lucky Rabbit
10,3,Yokai*Enigmatic Inventor,6,143,Sapphire,Uncommon,$0.13,$0.73,Yokai,Enigmatic Inventor
12,1,Pleakley*Scientific Expert,6,144,Sapphire,Uncommon,$0.10,$0.85,Pleakley,Scientific Expert
11,0,Hiro Hamada*Robotics Prodigy,6,145,Sapphire,Uncommon,$0.09,$0.29,Hiro Hamada,Robotics Prodigy
13,1,HeiHei*Not-So-Tricky Chicken,6,146,Sapphire,Uncommon,$0.06,$0.33,HeiHei,Not-So-Tricky Chicken
14,0,Sour Bill*Surly Henchman,6,147,Sapphire,Common,$0.09,$0.13,Sour Bill,Surly Henchman
16,2,Nick Wilde*Soggy Fox,6,148,Sapphire,Common,$0.06,$0.16,Nick Wilde,Soggy Fox
